epoch,train_loss,val_loss,val_dice,val_iou,lr,skipped_batches_train,skipped_batches_val,elapsed_s
37,0.138064,0.310579,0.670455,0.614681,7.62e-05,0,0,99.4
38,0.136055,0.318867,0.68461,0.629551,7.48e-05,0,0,97.6
39,0.133243,0.326715,0.68386,0.627952,7.33e-05,0,0,98.5
40,0.131345,0.332104,0.655066,0.603342,7.19e-05,0,0,97.9
41,0.128418,0.352665,0.654042,0.601842,7.04e-05,0,0,98.3
42,0.123612,0.360307,0.652693,0.60208,6.89e-05,0,0,97.0
43,0.117639,0.314882,0.662234,0.597834,6.73e-05,0,0,97.7
44,0.11803,0.328018,0.63325,0.570506,6.58e-05,0,0,96.9
45,0.103898,0.316122,0.67335,0.620124,6.42e-05,0,0,98.4
46,0.081712,0.325487,0.654974,0.603564,6.27e-05,0,0,97.0
47,0.064127,0.302133,0.683625,0.628591,6.11e-05,0,0,93.8
48,0.052266,0.330665,0.657495,0.602788,5.95e-05,0,0,94.4
49,0.036026,0.309473,0.676817,0.624383,5.78e-05,0,0,94.2
50,0.030575,0.307616,0.678269,0.62559,5.62e-05,0,0,95.4
51,0.027269,0.297314,0.678378,0.623716,5.46e-05,0,0,94.5
52,0.032939,0.292544,0.686268,0.6308,5.30e-05,0,0,94.6
53,0.022536,0.329829,0.670077,0.618068,5.13e-05,0,0,95.2
54,0.020854,0.30305,0.682224,0.629744,4.97e-05,0,0,95.3
55,0.021729,0.310482,0.660575,0.608376,4.80e-05,0,0,95.2
56,0.021217,0.365552,0.6509,0.601328,4.64e-05,0,0,93.8
57,0.017549,0.321321,0.661991,0.611476,4.48e-05,0,0,93.9
58,0.016613,0.326548,0.671336,0.620721,4.32e-05,0,0,94.2
59,0.016073,0.315742,0.675397,0.623698,4.15e-05,0,0,94.3
60,0.015184,0.324932,0.667082,0.61817,3.99e-05,0,0,94.8
61,0.014411,0.323244,0.667025,0.618611,3.83e-05,0,0,94.2
62,0.01399,0.320724,0.664904,0.615353,3.68e-05,0,0,94.3
63,0.013139,0.300942,0.677101,0.622621,3.52e-05,0,0,94.1
64,0.012877,0.313616,0.675031,0.624949,3.37e-05,0,0,93.5
65,0.01308,0.314272,0.669219,0.616192,3.21e-05,0,0,93.7
66,0.014068,0.330949,0.661395,0.611713,3.06e-05,0,0,93.8
67,0.011533,0.3176,0.667573,0.615984,2.91e-05,0,0,94.2
68,0.011567,0.316698,0.672635,0.621402,2.77e-05,0,0,93.6
69,0.010919,0.320111,0.673312,0.62158,2.62e-05,0,0,94.1
70,0.014571,0.325178,0.661468,0.6106,2.48e-05,0,0,95.1
71,0.011108,0.317338,0.672686,0.620081,2.34e-05,0,0,94.3
72,0.011777,0.34057,0.664915,0.614115,2.21e-05,0,0,95.4
73,0.010595,0.325249,0.667143,0.615874,2.07e-05,0,0,95.4
74,0.009896,0.359353,0.647096,0.598582,1.95e-05,0,0,95.5
75,0.009409,0.335531,0.662504,0.612014,1.82e-05,0,0,94.6
76,0.009419,0.340236,0.65771,0.607411,1.70e-05,0,0,94.5
77,0.008977,0.333891,0.665773,0.615718,1.58e-05,0,0,94.8
78,0.008832,0.342508,0.666675,0.616856,1.46e-05,0,0,94.9
79,0.008158,0.348308,0.658883,0.610045,1.35e-05,0,0,95.1
80,0.007697,0.340616,0.659341,0.609096,1.25e-05,0,0,94.2
81,0.008054,0.346597,0.665727,0.616115,1.14e-05,0,0,94.2
82,0.007984,0.345197,0.658028,0.607973,1.05e-05,0,0,95.0
83,0.007586,0.328454,0.664934,0.613469,9.51e-06,0,0,94.1
84,0.007131,0.342631,0.660028,0.60955,8.62e-06,0,0,92.8
85,0.006998,0.338528,0.659745,0.60902,7.77e-06,0,0,94.3
86,0.007303,0.340421,0.656901,0.606449,6.97e-06,0,0,95.7
87,0.007178,0.338701,0.664126,0.612974,6.21e-06,0,0,92.6
88,0.006739,0.337954,0.65906,0.607781,5.50e-06,0,0,92.7
89,0.006407,0.335396,0.662474,0.6111,4.85e-06,0,0,92.6
90,0.006518,0.344897,0.659104,0.608717,4.24e-06,0,0,92.9
91,0.00642,0.348323,0.655897,0.605626,3.68e-06,0,0,92.5
92,0.006364,0.335185,0.664394,0.613197,3.18e-06,0,0,92.3
93,0.006287,0.336825,0.660269,0.609097,2.72e-06,0,0,91.5
94,0.006042,0.337865,0.662698,0.61116,2.32e-06,0,0,92.0
95,0.006522,0.338344,0.659584,0.608425,1.97e-06,0,0,91.9
96,0.00633,0.3419,0.658188,0.607318,1.68e-06,0,0,91.7
97,0.006043,0.343418,0.655291,0.604512,1.43e-06,0,0,92.0
98,0.006533,0.348152,0.653535,0.603084,1.24e-06,0,0,94.1
99,0.0063,0.338408,0.660693,0.609225,1.11e-06,0,0,91.7
100,0.006439,0.34498,0.65551,0.604604,1.03e-06,0,0,92.2
