epoch,train_loss,val_loss,val_dice,val_iou,lr,skipped_batches_train,skipped_batches_val,elapsed_s
85,0.035422,0.384736,0.646666,0.586032,7.77e-06,0,0,77.3
86,0.035111,0.398142,0.6454,0.586177,6.97e-06,0,0,78.0
87,0.035174,0.387018,0.638247,0.578243,6.21e-06,0,0,77.4
88,0.03533,0.376217,0.641761,0.581768,5.50e-06,0,0,77.0
89,0.033974,0.382043,0.638364,0.578944,4.85e-06,0,0,77.2
90,0.032661,0.380695,0.643573,0.584084,4.24e-06,0,0,77.0
91,0.032527,0.380491,0.64016,0.580509,3.68e-06,0,0,77.1
92,0.032941,0.401813,0.634335,0.575713,3.18e-06,0,0,77.0
93,0.03392,0.383888,0.634825,0.574653,2.72e-06,0,0,77.4
94,0.033795,0.39345,0.630787,0.571099,2.32e-06,0,0,76.7
95,0.034476,0.387589,0.641116,0.581595,1.97e-06,0,0,77.0
96,0.032869,0.366828,0.652018,0.591693,1.68e-06,0,0,77.1
97,0.035471,0.401984,0.634413,0.576422,1.43e-06,0,0,77.4
98,0.032123,0.39202,0.640537,0.581595,1.24e-06,0,0,76.3
99,0.032954,0.383136,0.643843,0.584089,1.11e-06,0,0,76.2
100,0.031715,0.391305,0.642733,0.584064,1.03e-06,0,0,76.5
